index  support   support_data
 2075  48.000        frozenset({'other vegetables', 'whipped/sour cream', 'sausage'})
 2076  27.000        frozenset({'coffee', 'tropical fruit', 'whole milk'})
 2077  35.000        frozenset({'shopping bags', 'canned beer', 'soda'})
 2078  32.000        frozenset({'domestic eggs', 'white bread', 'whole milk'})
 2079  27.000        frozenset({'yogurt', 'whole milk', 'cat food'})
 2080  26.000        frozenset({'whole milk', 'yogurt', 'candy'})
 2081  33.000        frozenset({'bottled water', 'root vegetables', 'butter'})
 2082  34.000        frozenset({'other vegetables', 'brown bread', 'fruit/vegetable juice'})
 2083  33.000        frozenset({'fruit/vegetable juice', 'soda', 'citrus fruit'})
 2084  27.000        frozenset({'brown bread', 'bottled beer', 'whole milk'})
 2085  52.000        frozenset({'chicken', 'rolls/buns', 'whole milk'})
 2086  27.000        frozenset({'pastry', 'frankfurter', 'yogurt'})
 2087  27.000        frozenset({'whole milk', 'long life bakery product', 'sausage'})
 2088  29.000        frozenset({'rolls/buns', 'frankfurter', 'tropical fruit'})
 2089  47.000        frozenset({'yogurt', 'dessert', 'whole milk'})
 2090  39.000        frozenset({'bottled water', 'whole milk', 'napkins'})
 2091  36.000        frozenset({'other vegetables', 'pork', 'tropical fruit'})
 2092  59.000        frozenset({'frankfurter', 'rolls/buns', 'whole milk'})
 2093  26.000        frozenset({'curd', 'whole milk', 'napkins'})
 2094  25.000        frozenset({'frankfurter', 'frozen vegetables', 'whole milk'})
 2095  34.000        frozenset({'other vegetables', 'margarine', 'whipped/sour cream'})
 2096  49.000        frozenset({'pastry', 'yogurt', 'soda'})
 2097  30.000        frozenset({'soda', 'whole milk', 'butter'})
 2098  37.000        frozenset({'domestic eggs', 'other vegetables', 'sausage'})
 2099  41.000        frozenset({'other vegetables', 'brown bread', 'soda'})
 2100  39.000        frozenset({'other vegetables', 'yogurt', 'white bread'})
 2101  26.000        frozenset({'pastry', 'other vegetables', 'chicken'})
 2102  25.000        frozenset({'citrus fruit', 'whole milk', 'hygiene articles'})
 2103  38.000        frozenset({'frozen vegetables', 'whipped/sour cream', 'whole milk'})
 2104  95.000        frozenset({'bottled water', 'yogurt', 'whole milk'})
 2105  28.000        frozenset({'sliced cheese', 'tropical fruit', 'whole milk'})
 2106  34.000        frozenset({'root vegetables', 'other vegetables', 'hard cheese'})
 2107  25.000        frozenset({'pastry', 'rolls/buns', 'shopping bags'})
 2108  26.000        frozenset({'waffles', 'tropical fruit', 'whole milk'})
 2109  39.000        frozenset({'root vegetables', 'bottled beer', 'whole milk'})
 2110  30.000        frozenset({'beef', 'sausage', 'whole milk'})
 2111  34.000        frozenset({'rolls/buns', 'tropical fruit', 'whipped/sour cream'})
 2112  26.000        frozenset({'whipped/sour cream', 'other vegetables', 'sugar'})
 2113  28.000        frozenset({'other vegetables', 'yogurt', 'sugar'})
 2114  38.000        frozenset({'yogurt', 'brown bread', 'sausage'})
 2115  32.000        frozenset({'bottled water', 'newspapers', 'yogurt'})
 2116  26.000        frozenset({'butter milk', 'whole milk', 'pip fruit'})
 2117  32.000        frozenset({'pastry', 'yogurt', 'fruit/vegetable juice'})
 2118  26.000        frozenset({'pork', 'whole milk', 'napkins'})
 2119  61.000        frozenset({'bottled water', 'other vegetables', 'tropical fruit'})
 2120  28.000        frozenset({'bottled water', 'beef', 'whole milk'})
 2121  53.000        frozenset({'pastry', 'rolls/buns', 'soda'})
 2122  77.000        frozenset({'whole milk', 'tropical fruit', 'soda'})
 2123  48.000        frozenset({'whole milk', 'fruit/vegetable juice', 'sausage'})
 2124  43.000        frozenset({'other vegetables', 'curd', 'whipped/sour cream'})
 2125  37.000        frozenset({'sliced cheese', 'other vegetables', 'root vegetables'})
 2126  38.000        frozenset({'soda', 'tropical fruit', 'pip fruit'})
 2127  26.000        frozenset({'bottled beer', 'whole milk', 'napkins'})
 2128  41.000        frozenset({'other vegetables', 'tropical fruit', 'brown bread'})
 2129  29.000        frozenset({'pastry', 'whole milk', 'napkins'})
 2130  25.000        frozenset({'domestic eggs', 'yogurt', 'soda'})
 2131  40.000        frozenset({'bottled water', 'domestic eggs', 'other vegetables'})
 2132  28.000        frozenset({'root vegetables', 'margarine', 'pip fruit'})
 2133  31.000        frozenset({'chicken', 'whole milk', 'citrus fruit'})
 2134  36.000        frozenset({'curd', 'whole milk', 'citrus fruit'})
 2135  30.000        frozenset({'margarine', 'bottled beer', 'whole milk'})
 2136  49.000        frozenset({'root vegetables', 'margarine', 'whole milk'})
 2137  28.000        frozenset({'curd', 'frozen vegetables', 'whole milk'})
 2138  30.000        frozenset({'soda', 'canned beer', 'whole milk'})
 2139  43.000        frozenset({'other vegetables', 'hard cheese', 'whole milk'})
 2140  26.000        frozenset({'pastry', 'tropical fruit', 'citrus fruit'})
 2141  35.000        frozenset({'frozen meals', 'tropical fruit', 'whole milk'})
 2142  95.000        frozenset({'other vegetables', 'frozen vegetables', 'whole milk'})
 2143  37.000        frozenset({'shopping bags', 'fruit/vegetable juice', 'whole milk'})
 2144  82.000        frozenset({'newspapers', 'whole milk', 'other vegetables'})
 2145  27.000        frozenset({'waffles', 'rolls/buns', 'soda'})
 2146  70.000        frozenset({'bottled water', 'yogurt', 'rolls/buns'})
 2147  32.000        frozenset({'pastry', 'curd', 'yogurt'})
 2148  41.000        frozenset({'other vegetables', 'rolls/buns', 'napkins'})
 2149  27.000        frozenset({'root vegetables', 'detergent', 'whole milk'})
 2150  28.000        frozenset({'chocolate', 'whole milk', 'napkins'})
 2151  31.000        frozenset({'margarine', 'yogurt', 'whipped/sour cream'})
 2152  32.000        frozenset({'other vegetables', 'yogurt', 'oil'})
 2153  133.000        frozenset({'other vegetables', 'whole milk', 'pip fruit'})
 2154  28.000        frozenset({'whole milk', 'dessert', 'pip fruit'})
 2155  39.000        frozenset({'pastry', 'frankfurter', 'whole milk'})
 2156  38.000        frozenset({'root vegetables', 'soda', 'bottled water'})
 2157  30.000        frozenset({'sliced cheese', 'other vegetables', 'yogurt'})
 2158  27.000        frozenset({'margarine', 'frozen vegetables', 'whole milk'})
 2159  33.000        frozenset({'domestic eggs', 'whole milk', 'napkins'})
 2160  30.000        frozenset({'other vegetables', 'frankfurter', 'whipped/sour cream'})
 2161  40.000        frozenset({'other vegetables', 'rolls/buns', 'bottled beer'})
 2162  34.000        frozenset({'root vegetables', 'sugar', 'whole milk'})
 2163  39.000        frozenset({'domestic eggs', 'other vegetables', 'pip fruit'})
 2164  78.000        frozenset({'root vegetables', 'other vegetables', 'beef'})
 2165  25.000        frozenset({'root vegetables', 'bottled beer', 'bottled water'})
 2166  94.000        frozenset({'whole milk', 'yogurt', 'pip fruit'})
 2167  37.000        frozenset({'other vegetables', 'pork', 'pip fruit'})
 2168  28.000        frozenset({'root vegetables', 'margarine', 'rolls/buns'})
 2169  27.000        frozenset({'other vegetables', 'chicken', 'pork'})
 2170  51.000        frozenset({'bottled water', 'tropical fruit', 'soda'})
 2171  29.000        frozenset({'margarine', 'whole milk', 'citrus fruit'})
 2172  113.000        frozenset({'other vegetables', 'yogurt', 'rolls/buns'})
 2173  41.000        frozenset({'root vegetables', 'herbs', 'whole milk'})
 2174  33.000        frozenset({'chocolate', 'other vegetables', 'root vegetables'})
 2175  34.000        frozenset({'whole milk', 'white bread', 'sausage'})
 2176  102.000        frozenset({'root vegetables', 'other vegetables', 'citrus fruit'})
 2177  104.000        frozenset({'pastry', 'other vegetables', 'whole milk'})
 2178  28.000        frozenset({'whole milk', 'tropical fruit', 'onions'})
 2179  47.000        frozenset({'sausage', 'butter', 'whole milk'})
 2180  35.000        frozenset({'yogurt', 'rolls/buns', 'napkins'})
 2181  46.000        frozenset({'pastry', 'other vegetables', 'pip fruit'})
 2182  41.000        frozenset({'domestic eggs', 'shopping bags', 'whole milk'})
 2183  28.000        frozenset({'bottled water', 'domestic eggs', 'yogurt'})
 2184  38.000        frozenset({'root vegetables', 'other vegetables', 'oil'})
 2185  29.000        frozenset({'whole milk', 'frozen vegetables', 'sausage'})
 2186  29.000        frozenset({'rolls/buns', 'brown bread', 'soda'})
 2187  32.000        frozenset({'bottled water', 'curd', 'whole milk'})
 2188  30.000        frozenset({'other vegetables', 'chicken', 'soda'})
 2189  67.000        frozenset({'root vegetables', 'other vegetables', 'sausage'})
 2190  35.000        frozenset({'shopping bags', 'whole milk', 'napkins'})
 2191  38.000        frozenset({'chocolate', 'other vegetables', 'rolls/buns'})
 2192  32.000        frozenset({'other vegetables', 'dessert', 'sausage'})
 2193  25.000        frozenset({'soda', 'rolls/buns', 'butter'})
 2194  40.000        frozenset({'other vegetables', 'pip fruit', 'butter'})
 2195  37.000        frozenset({'rolls/buns', 'tropical fruit', 'sausage'})
 2196  113.000        frozenset({'other vegetables', 'whole milk', 'butter'})
 2197  31.000        frozenset({'whole milk', 'butter', 'napkins'})
 2198  36.000        frozenset({'yogurt', 'sugar', 'whole milk'})
 2199  35.000        frozenset({'brown bread', 'shopping bags', 'whole milk'})
 2200  30.000        frozenset({'whole milk', 'butter', 'hygiene articles'})
 2201  34.000        frozenset({'root vegetables', 'margarine', 'yogurt'})
 2202  25.000        frozenset({'other vegetables', 'waffles', 'tropical fruit'})
 2203  29.000        frozenset({'soda', 'fruit/vegetable juice', 'sausage'})
 2204  25.000        frozenset({'root vegetables', 'sausage', 'pip fruit'})
 2205  34.000        frozenset({'butter milk', 'rolls/buns', 'whole milk'})
 2206  32.000        frozenset({'whole milk', 'pip fruit', 'napkins'})
 2207  27.000        frozenset({'whole milk', 'coffee', 'sausage'})
 2208  30.000        frozenset({'yogurt', 'shopping bags', 'fruit/vegetable juice'})
 2209  55.000        frozenset({'newspapers', 'yogurt', 'other vegetables'})
 2210  86.000        frozenset({'bottled water', 'rolls/buns', 'whole milk'})
 2211  27.000        frozenset({'root vegetables', 'frankfurter', 'tropical fruit'})
 2212  38.000        frozenset({'root vegetables', 'pip fruit', 'citrus fruit'})
 2213  27.000        frozenset({'yogurt', 'margarine', 'curd'})
 2214  28.000        frozenset({'white bread', 'shopping bags', 'whole milk'})
 2215  55.000        frozenset({'other vegetables', 'pork', 'rolls/buns'})
 2216  33.000        frozenset({'whole milk', 'coffee', 'butter'})
 2217  90.000        frozenset({'root vegetables', 'whole milk', 'citrus fruit'})
 2218  45.000        frozenset({'yogurt', 'long life bakery product', 'whole milk'})
 2219  34.000        frozenset({'root vegetables', 'yogurt', 'fruit/vegetable juice'})
 2220  80.000        frozenset({'other vegetables', 'yogurt', 'pip fruit'})
 2221  27.000        frozenset({'ham', 'tropical fruit', 'whole milk'})
 2222  27.000        frozenset({'frankfurter', 'brown bread', 'whole milk'})
 2223  26.000        frozenset({'bottled water', 'soda', 'pip fruit'})
 2224  27.000        frozenset({'other vegetables', 'hard cheese', 'whipped/sour cream'})
 2225  80.000        frozenset({'other vegetables', 'yogurt', 'sausage'})
 2226  44.000        frozenset({'root vegetables', 'other vegetables', 'cream cheese'})
 2227  28.000        frozenset({'other vegetables', 'rolls/buns', 'sugar'})
 2228  27.000        frozenset({'tropical fruit', 'bottled beer', 'soda'})
 2229  219.000        frozenset({'other vegetables', 'yogurt', 'whole milk'})
 2230  36.000        frozenset({'whole milk', 'bottled beer', 'soda'})
 2231  29.000        frozenset({'other vegetables', 'hard cheese', 'rolls/buns'})
 2232  41.000        frozenset({'other vegetables', 'tropical fruit', 'white bread'})
 2233  28.000        frozenset({'domestic eggs', 'cream cheese', 'other vegetables'})
 2234  39.000        frozenset({'beef', 'whole milk', 'citrus fruit'})
 2235  29.000        frozenset({'domestic eggs', 'newspapers', 'whole milk'})
 2236  57.000        frozenset({'pastry', 'yogurt', 'rolls/buns'})
 2237  29.000        frozenset({'pastry', 'other vegetables', 'frankfurter'})
 2238  27.000        frozenset({'other vegetables', 'dessert', 'pip fruit'})
 2239  26.000        frozenset({'other vegetables', 'ham', 'tropical fruit'})
 2240  45.000        frozenset({'domestic eggs', 'other vegetables', 'butter'})
 2241  49.000        frozenset({'other vegetables', 'dessert', 'whole milk'})
 2242  28.000        frozenset({'whipped/sour cream', 'other vegetables', 'dessert'})
 2243  31.000        frozenset({'other vegetables', 'tropical fruit', 'cream cheese'})
 2244  26.000        frozenset({'beef', 'brown bread', 'whole milk'})
 2245  61.000        frozenset({'pork', 'rolls/buns', 'whole milk'})
 2246  176.000        frozenset({'other vegetables', 'rolls/buns', 'whole milk'})
 2247  42.000        frozenset({'whole milk', 'whipped/sour cream', 'berries'})
 2248  27.000        frozenset({'yogurt', 'domestic eggs', 'curd'})
 2249  31.000        frozenset({'yogurt', 'oil', 'whole milk'})
 2250  28.000        frozenset({'pastry', 'frankfurter', 'rolls/buns'})
 2251  50.000        frozenset({'other vegetables', 'rolls/buns', 'pip fruit'})
 2252  25.000        frozenset({'yogurt', 'frankfurter', 'pip fruit'})
 2253  50.000        frozenset({'chocolate', 'whole milk', 'soda'})
 2254  61.000        frozenset({'yogurt', 'frankfurter', 'whole milk'})
 2255  25.000        frozenset({'sausage', 'yogurt', 'butter'})
 2256  26.000        frozenset({'newspapers', 'whole milk', 'pip fruit'})
 2257  33.000        frozenset({'domestic eggs', 'chicken', 'other vegetables'})
 2258  52.000        frozenset({'rolls/buns', 'whole milk', 'napkins'})
 2259  25.000        frozenset({'root vegetables', 'brown bread', 'citrus fruit'})
 2260  39.000        frozenset({'pastry', 'whole milk', 'butter'})
 2261  37.000        frozenset({'whole milk', 'frozen vegetables', 'pip fruit'})
 2262  26.000        frozenset({'bottled water', 'curd', 'yogurt'})
 2263  30.000        frozenset({'root vegetables', 'tropical fruit', 'frozen vegetables'})
 2264  51.000        frozenset({'yogurt', 'bottled beer', 'whole milk'})
 2265  30.000        frozenset({'root vegetables', 'whipped/sour cream', 'pip fruit'})
 2266  31.000        frozenset({'root vegetables', 'newspapers', 'rolls/buns'})
 2267  25.000        frozenset({'other vegetables', 'canned beer', 'soda'})
 2268  36.000        frozenset({'root vegetables', 'whole milk', 'berries'})
 2269  27.000        frozenset({'pastry', 'yogurt', 'shopping bags'})
 2270  28.000        frozenset({'pastry', 'other vegetables', 'napkins'})
 2271  30.000        frozenset({'rolls/buns', 'oil', 'whole milk'})
 2272  32.000        frozenset({'whole milk', 'shopping bags', 'sausage'})
 2273  26.000        frozenset({'other vegetables', 'tropical fruit', 'long life bakery product'})
 2274  27.000        frozenset({'curd', 'dessert', 'whole milk'})
 2275  43.000        frozenset({'other vegetables', 'baking powder', 'whole milk'})
 2276  35.000        frozenset({'other vegetables', 'margarine', 'butter'})
 2277  144.000        frozenset({'other vegetables', 'whipped/sour cream', 'whole milk'})
